,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,groupId,memberId,Deck,Cabin_num,Side,FirstName,LastName
2716,2909_01,Earth,True,G/473/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,False,2909,01,G,473,P,Eddiey,Polloantes
2717,2910_01,Earth,False,F/602/P,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,False,2910,01,F,602,P,Celis,Bucknersony
2718,2912_01,Mars,True,E/178/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Beeres Kine,False,2912,01,E,178,P,Beeres,Kine
2719,2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,False,2913,01,F,603,P,Pefox,Sau
2720,2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True,2919,01,D,96,S,Slix,Kra
2721,2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True,2919,02,F,555,S,Soyos,Kra
2722,2919_03,Mars,True,F/555/S,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,Stmeal Kra,True,2919,03,F,555,S,Stmeal,Kra
2723,2920_01,Earth,False,F/606/P,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,True,2920,01,F,606,P,Joelan,Schwardson
2724,2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Cines Minen,True,2925,01,F,609,P,Cines,Minen
2725,2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True,2925,02,F,609,P,Goleer,Minen
2726,2926_01,Mars,False,,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,Kad Homin,False,2926,01,,,,Kad,Homin
2727,2927_01,Mars,True,F/611/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caw Panad,True,2927,01,F,611,P,Caw,Panad
2728,2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,False,2928,01,B,92,P,Menkibi,Mander
2729,2928_02,Europa,True,B/92/P,TRAPPIST-1e,51.0,False,0.0,0.0,,0.0,0.0,Photope Caltilter,True,2928,02,B,92,P,Photope,Caltilter
2730,2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True,2928,03,B,92,P,Gluinol,Mander
2731,2929_01,Earth,True,G/467/S,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,True,2929,01,G,467,S,Alancy,Mcbritts
2732,2930_01,Earth,False,G/474/P,TRAPPIST-1e,45.0,False,,9.0,0.0,857.0,16.0,Cary Mejiaddox,False,2930,01,G,474,P,Cary,Mejiaddox
2733,2934_01,Earth,False,F/557/S,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,False,2934,01,F,557,S,Adriet,Moodman
2734,2935_01,Europa,False,T/2/P,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,,False,2935,01,T,2,P,,
2735,2936_01,Earth,False,G/468/S,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,False,2936,01,G,468,S,Jimmyn,Berreranks
2736,2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True,2938,01,C,100,P,Taban,Aroodint
2737,2940_01,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,Melica Casonston,True,2940,01,F,615,P,Melica,Casonston
2738,2941_01,Earth,False,G/477/P,TRAPPIST-1e,16.0,,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,False,2941,01,G,477,P,Coreee,Beasleyes
2739,2942_01,Earth,False,F/558/S,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,False,2942,01,F,558,S,Tany,Watkinsley
2740,2943_01,Earth,True,G/478/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Allene Belley,False,2943,01,G,478,P,Allene,Belley
2741,2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Min Nichoan,False,2944,01,F,559,S,Min,Nichoan
2742,2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,Ernard Nichoan,False,2944,02,G,469,S,Ernard,Nichoan
2743,2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False,2944,03,G,469,S,Sta,Nichoan
2744,2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True,2944,04,G,469,S,Terta,Nichoan
2745,2945_01,Earth,True,G/479/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,True,2945,01,G,479,P,Jeanie,Moodsey
2746,2948_01,Europa,False,C/112/S,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,True,2948,01,C,112,S,Tabiton,Prearright
2747,2949_01,Earth,True,G/482/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,,0.0,Florey Boltertley,False,2949,01,G,482,P,Florey,Boltertley
2748,2950_01,Earth,False,F/617/P,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,False,2950,01,F,617,P,Lawren,Fielsenders
2749,2953_01,,False,E/179/P,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,True,2953,01,E,179,P,Eilan,Solivers
2750,2954_01,Earth,False,F/619/P,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,True,2954,01,F,619,P,Karlie,Gordanieves
2751,2956_01,Earth,False,G/470/S,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,False,2956,01,G,470,S,Tonnie,Houseson
2752,2958_01,Earth,False,F/561/S,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,False,2958,01,F,561,S,Min,Parrett
2753,2959_01,Earth,False,F/620/P,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,,False,2959,01,F,620,P,,
2754,2960_01,Earth,False,F/562/S,TRAPPIST-1e,54.0,False,,,0.0,0.0,0.0,Gracia Carterson,False,2960,01,F,562,S,Gracia,Carterson
2755,2961_01,Earth,False,F/621/P,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,False,2961,01,F,621,P,Evaned,Kellynn
2756,2962_01,Mars,False,E/180/P,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,Cints Backe,False,2962,01,E,180,P,Cints,Backe
2757,2964_01,Europa,False,A/35/S,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,Izarfik Holiabler,False,2964,01,A,35,S,Izarfik,Holiabler
2758,2965_01,Earth,False,F/622/P,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,False,2965,01,F,622,P,Amandy,Munozanson
2759,2966_01,Earth,False,E/181/P,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,True,2966,01,E,181,P,Deaney,Avisley
2760,2968_01,Earth,True,G/485/P,TRAPPIST-1e,43.0,False,0.0,,0.0,0.0,0.0,Evendy Sosalinson,True,2968,01,G,485,P,Evendy,Sosalinson
2761,2969_01,Earth,False,G/486/P,,37.0,False,221.0,0.0,32.0,38.0,516.0,Russey Miley,False,2969,01,G,486,P,Russey,Miley
2762,2970_01,Earth,False,,TRAPPIST-1e,,False,740.0,82.0,6.0,,1.0,Dwin Adkinson,False,2970,01,,,,Dwin,Adkinson
2763,2971_01,Europa,False,T/3/P,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,True,2971,01,T,3,P,Pent,Sessiouse
2764,2972_01,Earth,False,E/182/P,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,True,2972,01,E,182,P,Danna,Yorkland
2765,2975_01,Earth,,F/564/S,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,False,2975,01,F,564,S,Elanda,Hermanapp
2766,2979_01,Europa,False,B/93/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,False,2979,01,B,93,P,Sadirux,Urablele
2767,2982_01,Europa,True,B/111/S,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,True,2982,01,B,111,S,Tarino,Unrespery
2768,2983_01,Earth,False,E/183/P,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,True,2983,01,E,183,P,Mamina,Monsoney
2769,2984_01,Europa,False,D/97/S,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,Teron Healted,False,2984,01,D,97,S,Teron,Healted
2770,2986_01,Mars,False,E/197/S,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,Swaffs Dutty,False,2986,01,E,197,S,Swaffs,Dutty
2771,2988_01,Europa,False,A/36/S,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,Winon Cousel,False,2988,01,A,36,S,Winon,Cousel
2772,2990_01,Earth,True,G/472/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,True,2990,01,G,472,S,Gileen,Vandez
2773,2992_01,,False,F/570/S,PSO J318.5-22,49.0,False,0.0,,0.0,160.0,528.0,Dont Sterreray,False,2992,01,F,570,S,Dont,Sterreray
2774,2993_01,Earth,False,F/571/S,TRAPPIST-1e,24.0,False,1252.0,6.0,,123.0,706.0,Nelly Gordanieves,False,2993,01,F,571,S,Nelly,Gordanieves
2775,2994_01,Earth,False,E/198/S,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,False,2994,01,E,198,S,Carly,Scottuez
2776,2995_01,Europa,True,B/94/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,True,2995,01,B,94,P,Minus,Roforhauge
2777,2995_02,Europa,True,B/94/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,True,2995,02,B,94,P,Marinon,Roforhauge
2778,2996_01,Earth,False,F/626/P,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,,False,2996,01,F,626,P,,
2779,2998_01,Europa,False,C/113/S,,47.0,False,0.0,5252.0,0.0,124.0,300.0,Dirfak Mosteraked,True,2998,01,C,113,S,Dirfak,Mosteraked
2780,3000_01,Earth,False,F/627/P,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,Therta Spencervan,False,3000,01,F,627,P,Therta,Spencervan
2781,3001_01,Europa,False,C/101/P,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,Phecca Shming,False,3001,01,C,101,P,Phecca,Shming
2782,3001_02,Europa,False,C/101/P,55 Cancri e,33.0,False,0.0,1001.0,2280.0,,29.0,Dirfak Shming,True,3001,02,C,101,P,Dirfak,Shming
2783,3003_01,Europa,True,C/114/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Ankaan String,True,3003,01,C,114,S,Ankaan,String
2784,3004_01,Earth,True,G/473/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Card Clinantones,True,3004,01,G,473,S,Card,Clinantones
2785,3004_02,Earth,False,F/572/S,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,False,3004,02,F,572,S,Tin,Clinantones
2786,3005_01,Mars,True,F/573/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Fisun,True,3005,01,F,573,S,Stmeal,Fisun
2787,3006_01,Earth,False,G/474/S,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,Race Wolferguson,False,3006,01,G,474,S,Race,Wolferguson
2788,3009_01,Mars,True,E/185/P,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,True,3009,01,E,185,P,Blakes,Chcak
2789,3010_01,Europa,False,B/96/P,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,Kraban Praugnox,False,3010,01,B,96,P,Kraban,Praugnox
2790,3012_01,Earth,False,G/475/S,TRAPPIST-1e,66.0,False,1187.0,1.0,,6.0,0.0,Thony Bradlerson,False,3012,01,G,475,S,Thony,Bradlerson
2791,3013_01,,False,F/629/P,TRAPPIST-1e,13.0,False,,256.0,0.0,207.0,409.0,Morrie Moongton,False,3013,01,F,629,P,Morrie,Moongton
2792,3014_01,Europa,False,C/115/S,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,Alduson Oilpuring,False,3014,01,C,115,S,Alduson,Oilpuring
2793,3015_01,Earth,False,E/199/S,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,Dord Pottley,True,3015,01,E,199,S,Dord,Pottley
2794,3018_01,Earth,False,F/630/P,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,Vanley Harry,False,3018,01,F,630,P,Vanley,Harry
2795,3019_01,Mars,False,E/187/P,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,Yakers Peake,False,3019,01,E,187,P,Yakers,Peake
2796,3020_01,Europa,False,B/112/S,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,False,3020,01,B,112,S,Tard,Monfulewss
2797,3021_01,Earth,False,G/476/S,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,False,3021,01,G,476,S,Deanny,Spencervan
2798,3021_02,Earth,False,F/574/S,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,False,3021,02,F,574,S,Billey,Spencervan
2799,3022_01,Europa,False,C/102/P,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,False,3022,01,C,102,P,Ankab,Speating
2800,3022_02,Europa,False,C/102/P,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,Hadirah Speating,False,3022,02,C,102,P,Hadirah,Speating
2801,3023_01,Mars,True,F/631/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Panter Blane,True,3023,01,F,631,P,Panter,Blane
2802,3024_01,Earth,False,F/632/P,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,Jord Barkeretton,True,3024,01,F,632,P,Jord,Barkeretton
2803,3025_01,Earth,False,G/477/S,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,,True,3025,01,G,477,S,,
2804,3025_02,Earth,False,G/477/S,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,Stald Fisheparks,False,3025,02,G,477,S,Stald,Fisheparks
2805,3026_01,Earth,True,G/492/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Artis Gambs,False,3026,01,G,492,P,Artis,Gambs
2806,3027_01,Earth,True,G/493/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Tracia Fitzgerson,False,3027,01,G,493,P,Tracia,Fitzgerson
2807,3029_01,Europa,False,C/103/P,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,False,3029,01,C,103,P,Geno,Disgul
2808,3029_02,Europa,,C/103/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Charga Disgul,True,3029,02,C,103,P,Charga,Disgul
2809,3030_01,Europa,False,B/97/P,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,True,3030,01,B,97,P,Cellum,Alaring
2810,3030_02,Europa,True,B/97/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,True,3030,02,B,97,P,Wezena,Alaring
2811,3032_01,Earth,False,G/478/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,False,3032,01,G,478,S,Raque,Wolfernan
2812,3032_02,Earth,True,G/478/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,False,3032,02,G,478,S,Loresa,Wolfernan
2813,3032_03,Earth,False,G/478/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,False,3032,03,G,478,S,Andie,Wolfernan
2814,3032_04,Earth,False,F/575/S,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,False,3032,04,F,575,S,Ritany,Wolfernan
2815,3033_01,Earth,False,G/479/S,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,Hardy Wagnerray,False,3033,01,G,479,S,Hardy,Wagnerray
2816,3034_01,Europa,False,,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Dscheat Noxnuther,False,3034,01,,,,Dscheat,Noxnuther
2817,3036_01,Earth,False,F/634/P,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,Penne Booneid,False,3036,01,F,634,P,Penne,Booneid
2818,3038_01,Mars,False,F/576/S,TRAPPIST-1e,35.0,,1228.0,0.0,0.0,0.0,0.0,Cink Porté,False,3038,01,F,576,S,Cink,Porté
2819,3039_01,Europa,False,A/37/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Acraban Conamminal,False,3039,01,A,37,S,Acraban,Conamminal
2820,3040_01,Mars,False,F/577/S,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,False,3040,01,F,577,S,Nilly,Purle
2821,3042_01,Earth,False,F/578/S,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,Maya Mejiaddox,False,3042,01,F,578,S,Maya,Mejiaddox
2822,3044_01,Earth,False,F/636/P,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,Joyces Fowlesterez,False,3044,01,F,636,P,Joyces,Fowlesterez
2823,3045_01,Earth,True,G/480/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Helean Hestes,False,3045,01,G,480,S,Helean,Hestes
2824,3047_01,Mars,True,E/190/P,PSO J318.5-22,17.0,False,0.0,,0.0,0.0,0.0,Jack Quart,True,3047,01,E,190,P,Jack,Quart
2825,3047_02,Mars,False,E/190/P,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,Wafros Quart,False,3047,02,E,190,P,Wafros,Quart
2826,3048_01,Mars,True,E/200/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,,0.0,Mitch Canie,False,3048,01,E,200,S,Mitch,Canie
2827,3050_01,Europa,False,E/191/P,TRAPPIST-1e,25.0,False,1586.0,2342.0,947.0,1.0,276.0,Skatik Supred,True,3050,01,E,191,P,Skatik,Supred
2828,3053_01,Europa,False,,55 Cancri e,52.0,False,0.0,2.0,0.0,10976.0,810.0,Ainor Fuelisent,False,3053,01,,,,Ainor,Fuelisent
2829,3054_01,Earth,False,F/579/S,TRAPPIST-1e,13.0,False,578.0,77.0,0.0,306.0,5.0,Celis Bootez,False,3054,01,F,579,S,Celis,Bootez
2830,3055_01,Earth,False,F/637/P,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,Inen Casentry,False,3055,01,F,637,P,Inen,Casentry
2831,3060_01,Mars,False,F/581/S,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,,0.0,Rowl Chman,False,3060,01,F,581,S,Rowl,Chman
2832,3060_02,Mars,False,D/98/S,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,False,3060,02,D,98,S,Duckes,Chman
2833,3060_03,Mars,,E/201/S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Torms Chman,False,3060,03,E,201,S,Torms,Chman
2834,3061_01,Earth,False,F/638/P,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,False,3061,01,F,638,P,Mela,Bakericks
2835,3061_02,Earth,False,G/498/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,False,3061,02,G,498,P,Ritey,Hickley
2836,3062_01,Mars,False,D/99/S,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,Hion Frasp,False,3062,01,D,99,S,Hion,Frasp
2837,3063_01,Earth,True,G/499/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,True,3063,01,G,499,P,Jerrye,Daughttley
2838,3063_02,Earth,True,G/499/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True,3063,02,G,499,P,Joana,Daughttley
2839,3063_03,Earth,False,E/192/P,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,False,3063,03,E,192,P,Elina,Daughttley
2840,3064_01,Earth,True,G/482/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,True,3064,01,G,482,S,Thewis,Spencervan
2841,3065_01,Europa,False,D/94/P,55 Cancri e,37.0,False,0.0,2065.0,1650.0,356.0,1.0,Solark Preeldy,True,3065,01,D,94,P,Solark,Preeldy
2842,3066_01,Earth,False,E/193/P,TRAPPIST-1e,35.0,False,1609.0,0.0,0.0,0.0,0.0,Felia Hortis,False,3066,01,E,193,P,Felia,Hortis
2843,3067_01,Earth,True,G/483/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,France Dicksons,True,3067,01,G,483,S,France,Dicksons
2844,3068_01,Earth,False,G/500/P,TRAPPIST-1e,62.0,False,379.0,453.0,0.0,7.0,0.0,Tyrona Mcfarley,False,3068,01,G,500,P,Tyrona,Mcfarley
2845,3070_01,Earth,True,G/501/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Bel Haydenez,True,3070,01,G,501,P,Bel,Haydenez
2846,3071_01,Europa,True,B/113/S,TRAPPIST-1e,16.0,False,,0.0,0.0,0.0,0.0,Saiphda Cracionfic,True,3071,01,B,113,S,Saiphda,Cracionfic
2847,3071_02,Europa,False,B/113/S,TRAPPIST-1e,26.0,False,0.0,,8.0,21.0,6023.0,Alballa Cracionfic,False,3071,02,B,113,S,Alballa,Cracionfic
2848,3073_01,Mars,True,F/640/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Krios Shbre,True,3073,01,F,640,P,Krios,Shbre
2849,3076_01,Earth,True,G/502/P,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Jaimez Mcfaddenson,True,3076,01,G,502,P,Jaimez,Mcfaddenson
2850,3079_01,Earth,False,F/642/P,55 Cancri e,22.0,False,35.0,0.0,36.0,581.0,0.0,Charly Booters,False,3079,01,F,642,P,Charly,Booters
2851,3080_01,Earth,False,F/584/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,Florey Alldson,False,3080,01,F,584,S,Florey,Alldson
2852,3081_01,Europa,False,C/118/S,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,True,3081,01,C,118,S,Gollux,Reedall
2853,3081_02,Europa,True,C/118/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,True,3081,02,C,118,S,Sadirak,Reedall
2854,3082_01,Earth,False,G/503/P,PSO J318.5-22,15.0,False,1.0,30.0,1793.0,0.0,0.0,Kayd Wilkinner,True,3082,01,G,503,P,Kayd,Wilkinner
2855,3083_01,Europa,False,D/100/S,55 Cancri e,23.0,False,0.0,587.0,0.0,1497.0,1014.0,Antak Bootty,False,3083,01,D,100,S,Antak,Bootty
2856,3084_01,Mars,True,D/101/S,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Bakix Flell,True,3084,01,D,101,S,Bakix,Flell
2857,3085_01,Earth,,G/504/P,TRAPPIST-1e,73.0,False,0.0,0.0,0.0,153.0,556.0,Coracy Briggins,False,3085,01,G,504,P,Coracy,Briggins
2858,3087_01,Earth,,G/505/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Chadie Flyncharlan,True,3087,01,G,505,P,Chadie,Flyncharlan
2859,3088_01,Europa,False,A/25/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Dscha Dishearly,False,3088,01,A,25,P,Dscha,Dishearly
2860,3090_01,Europa,False,B/115/S,TRAPPIST-1e,27.0,True,0.0,6013.0,0.0,820.0,31.0,Minoces Myling,True,3090,01,B,115,S,Minoces,Myling
2861,3091_01,Europa,False,,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,False,3091,01,,,,Kitakan,Wingcoling
2862,3091_02,Europa,True,D/102/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True,3091,02,D,102,S,Shaiaz,Wingcoling
2863,3092_01,Earth,False,G/506/P,TRAPPIST-1e,22.0,False,,0.0,102.0,43.0,700.0,Stace Solivers,False,3092,01,G,506,P,Stace,Solivers
2864,3093_01,Mars,False,E/194/P,55 Cancri e,22.0,False,2229.0,0.0,1349.0,121.0,0.0,Berk Terte,True,3093,01,E,194,P,Berk,Terte
2865,3095_01,Mars,False,F/585/S,PSO J318.5-22,71.0,False,924.0,1284.0,10.0,9.0,0.0,Aarjel Rhuba,False,3095,01,F,585,S,Aarjel,Rhuba
2866,3096_01,Mars,False,D/103/S,55 Cancri e,25.0,False,5.0,1.0,633.0,0.0,188.0,Seat Khaf,True,3096,01,D,103,S,Seat,Khaf
2867,3099_01,Mars,True,E/203/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Chones Bine,True,3099,01,E,203,S,Chones,Bine
2868,3100_01,Earth,False,G/485/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,False,3100,01,G,485,S,Andrey,Farmonrada
2869,3100_02,Earth,False,F/586/S,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,True,3100,02,F,586,S,Jord,Farmonrada
2870,3100_03,Earth,True,G/485/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Gordo Farmonrada,True,3100,03,G,485,S,Gordo,Farmonrada
2871,3102_01,Europa,True,B/101/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Tachba Mirinanty,True,3102,01,B,101,P,Tachba,Mirinanty
2872,3103_01,Europa,False,B/102/P,TRAPPIST-1e,52.0,True,0.0,7452.0,0.0,1158.0,7979.0,Aldibah Baleful,False,3103,01,B,102,P,Aldibah,Baleful
